CODBARRAS;CATEGORIA;NOME PRODUTO;FAMILIA;COD SFA
7896380605903;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.0;COLORAÇÃO;4708
789638060590;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.0;COLORAÇÃO;4708
7896380605910;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 10.0;COLORAÇÃO;4709
789638060591;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 10.0;COLORAÇÃO;4709
7896380606672;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 5.1;COLORAÇÃO;4710
789638060667;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 5.1;COLORAÇÃO;4710
7896380605927;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.1;COLORAÇÃO;4711
789638060592;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.1;COLORAÇÃO;4711
7896380605934;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.1;COLORAÇÃO;4712
789638060593;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.1;COLORAÇÃO;4712
7896380605941;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.1;COLORAÇÃO;4713
789638060594;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.1;COLORAÇÃO;4713
7896380607181;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.1;COLORAÇÃO;4714
789638060718;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.1;COLORAÇÃO;4714
7896380607198;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.44;COLORAÇÃO;4720
789638060719;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.44;COLORAÇÃO;4720
7896380606078;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.47;COLORAÇÃO;4721
789638060607;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.47;COLORAÇÃO;4721
7896380605958;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.47;COLORAÇÃO;4722
789638060595;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.47;COLORAÇÃO;4722
7896380606054;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.7;COLORAÇÃO;4723
789638060605;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.7;COLORAÇÃO;4723
7896380606061;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.7;COLORAÇÃO;4724
789638060606;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.7;COLORAÇÃO;4724
7896380605965;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.34;COLORAÇÃO;4725
789638060596;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.34;COLORAÇÃO;4725
7896380605972;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.44;COLORAÇÃO;4726
789638060597;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.44;COLORAÇÃO;4726
7896380606689;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.4;COLORAÇÃO;4727
789638060668;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.4;COLORAÇÃO;4727
7896380606696;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.4;COLORAÇÃO;4728
789638060669;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 8.4;COLORAÇÃO;4728
7896380607174;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.4;COLORAÇÃO;4729
789638060717;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.4;COLORAÇÃO;4729
7896380606009;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 4.66;COLORAÇÃO;4730
789638060600;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 4.66;COLORAÇÃO;4730
7896380606016;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.66;COLORAÇÃO;4731
789638060601;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.66;COLORAÇÃO;4731
7896380606085;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.8;COLORAÇÃO;4732
789638060608;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 7.8;COLORAÇÃO;4732
7896380606092;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.8;COLORAÇÃO;4733
789638060609;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 9.8;COLORAÇÃO;4733
7896380606108;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 12.11;COLORAÇÃO;4734
789638060610;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 12.11;COLORAÇÃO;4734
7896380606115;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 12.89;COLORAÇÃO;4735
789638060611;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 12.89;COLORAÇÃO;4735
7896380606351;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.26;COLORAÇÃO;4736
789638060635;COLORAÇÃO PERMANENTE KIT;KERATON SELFIE 6.26;COLORAÇÃO;4736
7896380660872;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 1.0;COLORAÇÃO;4781
789638066087;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 1.0;COLORAÇÃO;4781
7896380660766;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 2.0;COLORAÇÃO;4782
789638066076;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 2.0;COLORAÇÃO;4782
7896380660773;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 3.0;COLORAÇÃO;4783
789638066077;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 3.0;COLORAÇÃO;4783
7896380660780;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 4.0;COLORAÇÃO;4784
789638066078;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 4.0;COLORAÇÃO;4784
7896380660797;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 5.0;COLORAÇÃO;4785
789638066079;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 5.0;COLORAÇÃO;4785
7896380660803;COLORAÇÃO PERMANENTE KIT CACHOS;KRATON COLOR CACHOS KIT 6.0;COLORAÇÃO;4786
789638066080;COLORAÇÃO PERMANENTE KIT CACHOS;KRATON COLOR CACHOS KIT 6.0;COLORAÇÃO;4786
7896380660810;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 6.26;COLORAÇÃO;4787
789638066081;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 6.26;COLORAÇÃO;4787
7896380660827;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 6.62;COLORAÇÃO;4788
7896380660834;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 6.7;COLORAÇÃO;4789
789638066083;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 6.7;COLORAÇÃO;4789
7896380660841;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 7.0;COLORAÇÃO;4790
789638066084;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 7.0;COLORAÇÃO;4790
7896380660858;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 7.44;COLORAÇÃO;4791
789638066085;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 7.44;COLORAÇÃO;4791
7896380660865;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 8.1;COLORAÇÃO;4792
789638066086;COLORAÇÃO PERMANENTE KIT CACHOS;KERATON COLOR CACHOS KIT 8.1;COLORAÇÃO;4792
7896380606931;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH PINK;COLORAÇÃO;4800
789638060693;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH PINK;COLORAÇÃO;4800
7896380606948;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH BLUE;COLORAÇÃO;4801
789638060694;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH BLUE;COLORAÇÃO;4801
7896380606955;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH LAVANDER;COLORAÇÃO;4802
789638060695;COLORAÇÃO PERM KIT FASHION;KERATON MY CRUSH LAVANDER;COLORAÇÃO;4802
7896380660704;OXIDANTE;KERATON OX 20VOL 900ML;COLORAÇÃO;4861
7896380660711;OXIDANTE;KERATON OX 30VOL 900ML;COLORAÇÃO;4862
789638066071;OXIDANTE;KERATON OX 30VOL 900ML;COLORAÇÃO;4862
7896380660896;DESCOLORANTE(0);DESC WHITENER PLATINE BLOND 50G;COLORAÇÃO;4864
7896380660889;DESCOLORANTE;DESC KERATON PLATINE BLOND 300G;COLORAÇÃO;4865
789638066088;DESCOLORANTE;DESC KERATON PLATINE BLOND 300G;COLORAÇÃO;4865
7896380600922;OXIDANTE(0);OX WHITENER 40 VOL;COLORAÇÃO;4903
7896380606245;OXIDANTE(0);OXIDANTE 40 VOL 100 ML GRÁTIS;COLORAÇÃO;4903
7896380603923;DESCOLORANTE(0);DESC WHITENER BLUE 4 BLOND 50G;COLORAÇÃO;4904
7896380603039;DESCOLORANTE;DESC WHITENER BLUE 4 BLOND 300G;COLORAÇÃO;4905
789638060303;DESCOLORANTE;DESC WHITENER BLUE 4 BLOND 300G;COLORAÇÃO;4905
7896380603930;DESCOLORANTE(0);DESC WHITENER VIOLET AND SHINE 50G;COLORAÇÃO;4906
7896380603046;DESCOLORANTE;DESC WHITENER VIOLET AND SHINE 300G;COLORAÇÃO;4907
7896380615117;DESCOLORANTE;DESC WHITENER VIOLET AND SHINE 300G;COLORAÇÃO;4907
789638060304;DESCOLORANTE;DESC WHITENER VIOLET AND SHINE 300G;COLORAÇÃO;4907
7896380605538;DESCOLORANTE(0);DESC WHITENER PLATINE BLOND 50G;COLORAÇÃO;4908
7896380605569;DESCOLORANTE(0);DESC WHITENER PLATINUM PLEX 50G;COLORAÇÃO;4910
7896380605576;DESCOLORANTE;DESC WHITENER PLATINUM PLEX 300G;COLORAÇÃO;4911
7896380615131;DESCOLORANTE;DESC WHITENER PLATINUM PLEX 300G;COLORAÇÃO;4911
7896380607341;DESCOLORANTE;KERATON STRIP TEASE DYE REMOVER KIT;COLORAÇÃO;4914
7896380607440;OXIDANTE(0);OX 20 VOL 75ML AMOSTRA GRATIS;COLORAÇÃO;4917
7896380607525;OXIDANTE(0);KERATON OXIDANTE HIDRATANTE 30 VOL 75 ML;COLORAÇÃO;4918
789638060752;OXIDANTE(0);KERATON OXIDANTE HIDRATANTE 30 VOL 75 ML;COLORAÇÃO;4918
7896380660926;REDUTOR DE COR;KERATON REDUTON COLOR SYSTEM;COLORAÇÃO;4921
789638066092;REDUTOR DE COR;KERATON REDUTON COLOR SYSTEM;COLORAÇÃO;4921
7896380605545;DESCOLORANTE;DESC WHITENER PLATINE BLOND 300G;COLORAÇÃO;4909
7896380615124;DESCOLORANTE;PO DESC KERT 300G PLATINE BLOND;COLORAÇÃO;4909
7896380604173;REDUTOR DE COR;REDUTON COLOR SYSTEM;COLORAÇÃO;4912
7896380606603;RETOQUE DE RAIZ;KERATON RETOQ DE RAIZ PRETO 75ML;SEM FAMÍLIA;750
7896380606610;RETOQUE DE RAIZ;KERATON RETOQ DE RAIZ CAST. ESCURO 75ML;SEM FAMÍLIA;751
7896380606627;RETOQUE DE RAIZ;KERATON RETOQ DE RAIZ CAST CLARO 75ML;SEM FAMÍLIA;752
7896380606634;RETOQUE DE RAIZ;KERATON RETOQ DE RAIZ LOURO ESCURO 75ML;SEM FAMÍLIA;753
7896380606399;TRATAMENTO;MÁSCARA TERMAL ACT;SEM FAMÍLIA;2950
7896380600540;SH TONALIZANTE;SHAMPOO PHYTOGEN GRAFITE 120 ML;TRATAMENTO;2950
7896380605293;TRATAMENTO;SHAMPOO TERMAL ACT;SEM FAMÍLIA;2950
7896380605309;TRATAMENTO;CONDICIONADOR TERMAL ACT;SEM FAMÍLIA;2950
7896380606252;TRATAMENTO;AMPOLA DESMAIA CABELO INDIVIDUAL;SEM FAMÍLIA;2950
7896380606269;TRATAMENTO;AMPOLA TRATAMENTO DE CHOQUE INDIVIDUAL;SEM FAMÍLIA;2950
7896380606276;TRATAMENTO;AMPOLA SOS BOMBA INDIVIDUAL;SEM FAMÍLIA;2950
7896380605460;TRATAMENTO;POWER TREAT SOS BOMBA 300G;SEM FAMÍLIA;2950
7896380605637;TRATAMENTO;PHYTOGEN CRESPOS 3BC;SEM FAMÍLIA;2950
7896380605644;TRATAMENTO;PHYTOGEN CRESPÍSSIMOS 4ABC;SEM FAMÍLIA;2950
7896380605668;TRATAMENTO;PHYTOGEN GEL CREME 2,3,4 ABC;SEM FAMÍLIA;2950
7896380605712;TRATAMENTO;KIT AMPOLA DESMAIA CABELO;SEM FAMÍLIA;2950
7896380605736;TRATAMENTO;KIT AMPOLA TRATAMENTO CHOQUE;SEM FAMÍLIA;2950
7896380605729;TRATAMENTO;KIT AMPOLA SOS BOMBA;SEM FAMÍLIA;2950
7896380606450;TRATAMENTO;PHYTOGEN I LOVE MY HAIR LEAVE IN CRESPOS 3BC;SEM FAMÍLIA;2950
7896380606467;TRATAMENTO;PHYTOGEN I LOVE MY HAIR LEAVE IN CRESPÍSSIMOS 4ABC;SEM FAMÍLIA;2950
7896380605378;SH TONALIZANTE;SHAMPOO PHYTOGEN YELLOW FREE;SEM FAMÍLIA;2950
7896380606412;TRATAMENTO;MASCARA PHYTOGEN YELLOW FREE;SEM FAMÍLIA;2950
7896380604616;TRATAMENTO;SHAMPOO PHYTOGEN INSTANT MIRACLE HIDRATANTE;SEM FAMÍLIA;2950
7896380604630;TRATAMENTO;POWER MOIST PHYTOGEN INSTANT MIRACLE HIDRATANTE;SEM FAMÍLIA;2950
7896380604678;TRATAMENTO;SHAMPOO PHYTOGEN INSTANT MIRACLE RECONSTRUTOR;SEM FAMÍLIA;2950
7896380604692;TRATAMENTO;POWER MOIST PHYTOGEN INSTANT MIRACLE RECONSTRUTOR;SEM FAMÍLIA;2950
7896380604623;TRATAMENTO;CONDICIONADOR PHYTOGEN INSTANT MIRACLE HIDRATANTE;SEM FAMÍLIA;2950
7896380604685;TRATAMENTO;CONDICIONADOR PHYTOGEN INSTANT MIRACLE RECONSTRUTOR;SEM FAMÍLIA;2950
7896380605149;TRATAMENTO;HIDRATANTE S/ENXAGUE EVOLUTION SELA CUTÍCULA;SEM FAMÍLIA;2950
7896380605118;TRATAMENTO;HIDRATANTE S/ENXAGUE EVOLUTION NUTRI COLOR;SEM FAMÍLIA;2950
7896380603619;TRATAMENTO;SHAMPOO KERAGEN EVOLUTION CACHOS DOMADOS 250ML;SEM FAMÍLIA;2950
7896380605132;TRATAMENTO;LEAVE-IN KERAGEN EVOLUTION CACHOS DOMADOS 280G;SEM FAMÍLIA;2950
7896380605361;TRATAMENTO;COND PHYTOGEN POS PROGRESSIVA 300ML;SEM FAMÍLIA;2950
7896380606894;TRATAMENTO;KIT KERAGEN SH NEUTRO / COND SELA LITRO;SEM FAMÍLIA;2950
7896380604296;TRATAMENTO;MASK PÓS PROGRESSIVA;SEM FAMÍLIA;2950
7896380604647;TRATAMENTO;SHAMPOO MIRACLE RECONSTRUTOR 250ML;SEM FAMÍLIA;2950
7896380603718;TRATAMENTO;LEAVE-IN KERAGEN EVOLUTION SELA CUTÍCULA 300G;SEM FAMÍLIA;2950
7896380603626;TRATAMENTO;LEAVE-IN KERAGEN EVOLUTION CACHOS DOMADOS 280G;SEM FAMÍLIA;2950
7896380601684;TRATAMENTO;MÁSCARA TERMAL ACT;SEM FAMÍLIA;2950
7896380606825;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO MARSALA DIVA;COLORAÇÃO;2951
7896380605781;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO BRASA;COLORAÇÃO;2951
7896380605798;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO CHOCOLATE MALVE;COLORAÇÃO;2951
7896380605804;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO BLORANGE;COLORAÇÃO;2951
7896380605682;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO BRONDE;COLORAÇÃO;2951
7896380605675;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO NUDE;COLORAÇÃO;2951
7896380603527;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO BERINJELA;COLORAÇÃO;2951
7896380603541;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO FIGO ROXO;COLORAÇÃO;2951
7896380603589;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO COCO QUEIMADO;COLORAÇÃO;2951
7896380603572;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO PIMENTA ROSA;COLORAÇÃO;2951
7896380603565;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO CHOCOLATE COM PIMENTA;COLORAÇÃO;2951
7896380603534;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO CEREJA NEGRA;COLORAÇÃO;2951
7896380600670;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO MOGNO;COLORAÇÃO;2951
7896380600366;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO VINHO;COLORAÇÃO;2951
7896380600373;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO RUBI;COLORAÇÃO;2951
7896380601097;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO CEREJA;COLORAÇÃO;2951
7896380602193;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO SOJA;COLORAÇÃO;2951
7896380602353;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO FUCSIA;COLORAÇÃO;2951
7896380602360;COLORAÇÃO TEMPORÁRIA;KERATON BANHO DE BRILHO OURO;COLORAÇÃO;2951
7896380603978;DESCOLORANTE(0);DESCOLORANTE BLEACH AND CARE - DUST FREE (BRANCO) 50G;SEM FAMÍLIA;2953
7896380603916;DESCOLORANTE(0);DESCOLORANTE BLEND TO BLOND - DUST FREE (AZUL) 50G;SEM FAMÍLIA;2953
7896380603985;DESCOLORANTE;DESCOLORANTE BLEACH AND CARE - DUST FREE (BRANCO) 300G;SEM FAMÍLIA;2954
7896380615322;DESCOLORANTE;DESC BLEACH AND CARE 300G GRATIS ARGAN;SEM FAMÍLIA;2954
7896380603121;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 9.0 LOURO MUITO CLARO;COLORAÇÃO;2955
7896380603169;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 5.3 CASTANHO CL.DOURADO;COLORAÇÃO;2955
7896380603176;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 5.5 CASTANHO CL. ACAJU;COLORAÇÃO;2955
7896380603190;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 44.54 CAST.MD.ACAJ.AC;COLORAÇÃO;2955
7896380603183;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 6.66 LOURO ESC. VERM. INT;COLORAÇÃO;2955
7896380603275;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 55.62 CASTANHO I.V.I;COLORAÇÃO;2955
7896380603282;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 66.46 LOURO ESC. I.A.A;COLORAÇÃO;2955
7896380603244;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 7.7 LOURO M. MARROM;COLORAÇÃO;2955
7896380603299;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 55.71 CAST. C.I.M.A;COLORAÇÃO;2955
7896380603305;COLORAÇÃO SEMI PERMANENTE;KERATON DEMI COLOR 66.71 LOURO E.I.M.A;COLORAÇÃO;2955
7896380601394;OXIDANTE(0);EMULSAO WHITENER 10 VOL;SEM FAMÍLIA;2956
7896380600847;OXIDANTE(0);OX WHITENER 20 VOL 1000G;COLORAÇÃO;2956
7896380600854;OXIDANTE(0);OX WHITENER 30 VOL 1000G;COLORAÇÃO;2956
7896380600557;OXIDANTE(0);OX WHITENER 40 VOL 1000G;COLORAÇÃO;2956
7896380602957;COLORAÇÃO TEMPORÁRIA FASHION;KERATON HARD COLOR POISON GREEN;COLORAÇÃO;2957
7896380604326;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME CASTANHO;SEM FAMÍLIA;2958
7896380604333;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME MARROM;SEM FAMÍLIA;2958
7896380604340;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME ACAJU PURPURA;SEM FAMÍLIA;2958
7896380604371;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME VERMELHO CEREJA;SEM FAMÍLIA;2958
7896380604388;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME LOURO PASTEL;SEM FAMÍLIA;2958
7896380604395;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME LOURO PLATINA;SEM FAMÍLIA;2958
7896380604401;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME CINZA PRATEADO;SEM FAMÍLIA;2958
7896380604425;COLORAÇÃO TEMPORÁRIA HENNA;KERATON HENNA CREME DOURADO;SEM FAMÍLIA;2958
7896380606221;OXIDANTE(0);OX 20 VOL 75ML AMOSTRA GRATIS;COLORAÇÃO;2973
7896380606238;OXIDANTE(0);OX 30 VOL 75ML AMOSTRA GRATIS;COLORAÇÃO;2974
7896380607013;ANTISEPTICO;PHYTOGEN ALCOOL GEL;SEM FAMÍLIA;2986
7896380603954;DESCOLORANTE;DESC WHITENER BLUE 4 BLOND 900G;COLORAÇÃO;2992
7896380603961;DESCOLORANTE;DESC WHITENER VIOLET AND SHINE 900G;COLORAÇÃO;2993
7896380605552;DESCOLORANTE;DESC WHITENER PLATINE BLOND 900G;COLORAÇÃO;2994
7896380605583;DESCOLORANTE;DESC WHITENER PLATINUM PLEX 900G;COLORAÇÃO;2995
7896380600441;SH TONALIZANTE;PHYTOGEN SH DESAMARELADOR;SEM FAMÍLIA;2996
7896380600588;SH TONALIZANTE;PHYTOGEN SH VIOLET 120 ML;SEM FAMÍLIA;2998
7896380600069;FINALIZADORES;PHYTOGEN FRIZZ HAIR;TRATAMENTO;3000
7896380600595;FINALIZADORES;PHYTOGEN ANTIQUEDA;TRATAMENTO;3001
7896380604746;FINALIZADORES;PHYTOGEN POWER KERATIN;SEM FAMÍLIA;3002
789638060474;FINALIZADORES;PHYTOGEN POWER KERATIN;SEM FAMÍLIA;3002
7896380600601;FINALIZADORES;PHYTOGEN HAIR GLOSS;SEM FAMÍLIA;3003
7896380607020;TRATAMENTO;PHYTOGEN SH FUSION;SEM FAMÍLIA;3020
7896380607037;TRATAMENTO;PHYTOGEN COND FUSION;SEM FAMÍLIA;3021
7896380607051;TRATAMENTO;PHYTOGEN LEAVE IN FUSION;SEM FAMÍLIA;3022
7896380607044;TRATAMENTO;PHYTOGEN MASC FUSION;SEM FAMÍLIA;3023
7896380607006;TRATAMENTO;PHYTOGEN LEAVE IN HIDRA CACHO;SEM FAMÍLIA;3040
7896380606849;TRATAMENTO;PHYTOGEN SH MEN FRESH DETOX;SEM FAMÍLIA;3047
7896380606900;TRATAMENTO;PHYTOGEN SH MEN ANTICASPA;SEM FAMÍLIA;3049
7896380607358;TRATAMENTO;KERAGEN SH TUTTI FRUTTI;SEM FAMÍLIA;3061
7896380607365;TRATAMENTO;KERAGEN COND TUTTI FRUTTI;SEM FAMÍLIA;3062
7896380607372;TRATAMENTO;KERAGEN LEAVE IN TUTTI FRUTTI;SEM FAMÍLIA;3063
7896380607389;TRATAMENTO;KERAGEN SH SWEET VANILA;SEM FAMÍLIA;3064
7896380607396;TRATAMENTO;KERAGEN COND SWEET VANILA;SEM FAMÍLIA;3065
7896380607402;TRATAMENTO;KERAGEN LEAVE IN SWEET VANILA;SEM FAMÍLIA;3066
7896380607419;TRATAMENTO;KERAGEN SH CHOCO NUTS;SEM FAMÍLIA;3067
7896380607426;TRATAMENTO;KERAGEN COND CHOCO NUTS;SEM FAMÍLIA;3068
7896380607433;TRATAMENTO;KERAGEN LEAVE IN CHOCO NUTS;SEM FAMÍLIA;3069
7896380607938;TRATAMENTO;KIT PROMO MAIS COR SH E COND;TRATAMENTO;3210
7896380607945;TRATAMENTO;KIT PROMO MAIS FORCA SH E COND;TRATAMENTO;3211
789638060794;TRATAMENTO;KIT PROMO MAIS FORCA SH E COND;TRATAMENTO;3211
7896380607952;TRATAMENTO;KIT PROMO MAIS HIDRATACAO SH E COND;TRATAMENTO;3212
7896380601592;COLORAÇÃO TEMPORÁRIA;KERATON B BRILHO CACAU;COLORAÇÃO;4012
7896380607068;COLORAÇÃO TEMPORÁRIA;KERATON B BRILHO AMORA;COLORAÇÃO;4021
7896380607532;RECARGA DE COR;KERATON HARD RECARGA BLUE;COLORAÇÃO;4096
7896380607549;RECARGA DE COR;KERATON HARD RECARGA PINK;COLORAÇÃO;4097
7896380607556;RECARGA DE COR;KERATON HARD RECARGA RED;COLORAÇÃO;4098
7896380607563;RECARGA DE COR;KERATON HARD RECARGA VIOLET;COLORAÇÃO;4099
7896380607266;COLORAÇÃO TEMPORÁRIA FASHION;KERATON HARD GINGER FOX;COLORAÇÃO;4116
7896380607273;COLORAÇÃO TEMPORÁRIA FASHION;KERATON HARD FOXXY VIBE;COLORAÇÃO;4117
7896380607297;COLORAÇÃO TEMP FASHION NEON;KERATON NEON COSMIC FLAMINGO;COLORAÇÃO;4208
7896380607112;COLORAÇÃO TEMP FASHION LIGHT;KERATON LIGHT CUP CAKE;COLORAÇÃO;4300
7896380607082;COLORAÇÃO TEMP FASHION LIGHT;KERATON LIGHT MARSH MALLOW;COLORAÇÃO;4301
7896380607105;COLORAÇÃO TEMP FASHION LIGHT;KERATON LIGHT SUGGAR CORAL;COLORAÇÃO;4302
7896380607099;COLORAÇÃO TEMP FASHION LIGHT;KERATON LIGHT SWEET MINT;COLORAÇÃO;4303
7896380607075;COLORAÇÃO TEMP FASHION LIGHT;KERATON LIGHT COTTON CAND;COLORAÇÃO;4304
7896380606566;MATIZADOR;KERATON SHINE MASK CHOCOLATE;TRATAMENTO;4358
7896380606498;MATIZADOR;KERATON SHINE MASK PRETO AZL;TRATAMENTO;4359
7896380606504;MATIZADOR;KERATON SHINE MASK GELO;TRATAMENTO;4360
7896380606511;MATIZADOR;KERATON SHINE MASK PRATA;TRATAMENTO;4361
7896380616060;MATIZADOR;KERATON SHINE MASK PEROLA 300G;TRATAMENTO;4362
7896380606528;MATIZADOR;KERATON SHINE MASK PEROLA;TRATAMENTO;4362
7896380606535;MATIZADOR;KERATON SHINE MASK VERMELHO;TRATAMENTO;4363
7896380606542;MATIZADOR;KERATON SHINE MASK COBRE;TRATAMENTO;4364
7896380606559;MATIZADOR;KERATON SHINE MASK MARSALA;TRATAMENTO;4365
7896380607464;POMADA COLORIDA;KERATON WAX COLORS AMARELA;SEM FAMÍLIA;4390
7896380607471;POMADA COLORIDA;KERATON WAX COLORS AZUL;SEM FAMÍLIA;4391
7896380607488;POMADA COLORIDA;KERATON WAX COLORS VERDE;SEM FAMÍLIA;4392
